      Date  Universe_Size  Daily_Rank_IC  Long_Short_Spread  Top_Quantile_Return  Bottom_Quantile_Return  Cross_Hit_Rate  Cumulative_Rank_IC  Cumulative_LS_Spread
2025-03-24             48      -0.103126          -0.005843             0.008404                0.014247       45.833333           -0.546686              0.960429
2025-03-25             48      -0.199631          -0.004051            -0.006536               -0.002485       37.500000           -0.746317              0.956538
2025-03-26             48       0.094225           0.007440            -0.000977               -0.008417       45.833333           -0.652092              0.963655
2025-03-27             48       0.245176           0.006436             0.011896                0.005460       58.333333           -0.406916              0.969857
2025-03-28             48       0.037017           0.003708            -0.000129               -0.003837       50.000000           -0.369899              0.973453
2025-04-01             48       0.213200           0.017531             0.000653               -0.016878       54.166667           -0.156699              0.990519
2025-04-02             48       0.023177           0.003156             0.011920                0.008764       50.000000           -0.133522              0.993645
2025-04-03             48      -0.198437          -0.015898            -0.017411               -0.001513       45.833333           -0.331959              0.977847
2025-04-04             48      -0.318823          -0.011247            -0.021409               -0.010163       41.666667           -0.650782              0.966850
2025-04-07             48       0.050478          -0.011690            -0.037607               -0.025917       54.166667           -0.600305              0.955547
2025-04-08             48       0.094008           0.005688             0.022191                0.016503       50.000000           -0.506297              0.960983
2025-04-09             48      -0.281046          -0.014150            -0.014621               -0.000471       37.500000           -0.787343              0.947385
2025-04-11             48       0.336300           0.010391             0.026111                0.015720       66.666667           -0.451043              0.957229
2025-04-16             48       0.357251           0.011105             0.032891                0.021785       62.500000           -0.093791              0.967859
2025-04-17             48      -0.292553          -0.019657             0.002361                0.022018       50.000000           -0.386345              0.948835
2025-04-21             48      -0.069366           0.000038             0.014580                0.014543       50.000000           -0.455711              0.948870
2025-04-22             48      -0.061550          -0.002713            -0.005047               -0.002334       50.000000           -0.517261              0.946296
2025-04-23             48       0.377985           0.014029             0.020469                0.006439       62.500000           -0.139276              0.959572
2025-04-24             48       0.357034           0.005397             0.001631               -0.003766       62.500000            0.217759              0.964751
2025-04-25             48       0.113222           0.007818            -0.013798               -0.021616       54.166667            0.330981              0.972293
2025-04-28             48       0.176400           0.000760             0.010664                0.009904       62.500000            0.507381              0.973032
2025-04-29             48      -0.051020          -0.004263            -0.005241               -0.000978       45.833333            0.456361              0.968884
2025-04-30             48      -0.005970           0.004598            -0.001043               -0.005641       54.166667            0.450390              0.973339
2025-05-02             48      -0.006079          -0.003473             0.003383                0.006857       58.333333            0.444311              0.969959
2025-05-05             48      -0.057968          -0.002299             0.008623                0.010922       45.833333            0.386343              0.967728
2025-05-06             48       0.029635           0.000054            -0.012270               -0.012324       50.000000            0.415978              0.967781
2025-05-07             48      -0.002497           0.001723             0.007405                0.005682       54.166667            0.413482              0.969448
2025-05-08             48       0.152627           0.006785            -0.009117               -0.015902       54.166667            0.566109              0.976026
2025-05-09             48       0.294724           0.013462             0.003965               -0.009497       58.333333            0.860833              0.989166
2025-05-12             48       0.052974          -0.000840             0.031980                0.032820       54.166667            0.913807              0.988335
2025-05-13             48      -0.011724          -0.000087            -0.011741               -0.011654       50.000000            0.902083              0.988249
2025-05-14             48       0.324142           0.008064             0.008940                0.000877       58.333333            1.226226              0.996218
2025-05-15             48       0.254125           0.005652             0.020928                0.015276       54.166667            1.480351              1.001849
2025-05-19             49      -0.217857          -0.006850            -0.007918               -0.001068       46.938776            1.262494              0.994986
2025-05-20             49       0.111429          -0.002106            -0.013508               -0.011402       55.102041            1.373922              0.992890
2025-05-21             49      -0.060510          -0.003776             0.002676                0.006452       42.857143            1.313412              0.989142
2025-05-22             49      -0.115816           0.000045            -0.005305               -0.005350       42.857143            1.197596              0.989186
2025-05-23             49      -0.162245          -0.005593             0.008803                0.014397       42.857143            1.035351              0.983654
2025-05-26             49       0.088061           0.002803             0.003907                0.001104       51.020408            1.123412              0.986411
2025-05-27             49       0.085614           0.004922            -0.000819               -0.005741       59.183673            1.209027              0.991266
2025-05-28             49      -0.057653          -0.002644            -0.004501               -0.001856       46.938776            1.151374              0.988644
2025-05-29             49       0.282857           0.005023             0.005532                0.000510       59.183673            1.434231              0.993610
2025-05-30             49      -0.117245          -0.007378            -0.015163               -0.007785       46.938776            1.316986              0.986280
2025-06-02             49      -0.029440          -0.001601            -0.004943               -0.003342       46.938776            1.287546              0.984700
2025-06-03             49       0.083878          -0.003272            -0.006657               -0.003384       59.183673            1.371424              0.981478
2025-06-04             49      -0.506224          -0.008283            -0.000477                0.007806       26.530612            0.865199              0.973348
2025-06-05             49      -0.013367           0.000779             0.003326                0.002548       42.857143            0.851832              0.974106
2025-06-06             49      -0.288469          -0.015670             0.007267                0.022937       38.775510            0.563363              0.958842
2025-06-09             49      -0.117959           0.000501             0.009757                0.009256       38.775510            0.445403              0.959323
2025-06-10             49       0.187653           0.001110            -0.001231               -0.002341       51.020408            0.633056              0.960388
2025-06-11             49      -0.123571          -0.002681            -0.002710               -0.000029       42.857143            0.509485              0.957813
2025-06-12             49      -0.060102          -0.005511            -0.012756               -0.007245       46.938776            0.449383              0.952535
2025-06-13             49       0.052041           0.004693             0.002175               -0.002518       51.020408            0.501424              0.957005
2025-06-17             48      -0.033652           0.003207             0.001350               -0.001857       45.833333            0.467772              0.960074
2025-06-18             48       0.053626          -0.000103            -0.003833               -0.003730       54.166667            0.521398              0.959974
2025-06-19             48      -0.056557          -0.002780            -0.003076               -0.000297       45.833333            0.464841              0.957306
2025-06-20             48      -0.028984           0.004633             0.014209                0.009576       41.666667            0.435857              0.961741
2025-06-23             48      -0.105840           0.002169             0.000934               -0.001235       41.666667            0.330017              0.963827
2025-06-24             48      -0.027898          -0.001512             0.001090                0.002602       50.000000            0.302119              0.962370
2025-06-25             48       0.323925           0.012857             0.011587               -0.001270       62.500000            0.626044              0.974742
2025-06-26             48       0.074468           0.001445             0.011856                0.010410       58.333333            0.700512              0.976151
2025-06-27             48      -0.016175          -0.004403             0.003218                0.007621       54.166667            0.684337              0.971853
2025-06-30             48      -0.241424          -0.007240            -0.005761                0.001480       45.833333            0.442913              0.964817
2025-07-01             48       0.056448           0.004614             0.005987                0.001373       58.333333            0.499361              0.969268
2025-07-02             48      -0.025836          -0.001758            -0.000013                0.001745       45.833333            0.473525              0.967564
2025-07-03             48       0.118975           0.005690             0.003131               -0.002558       50.000000            0.592500              0.973070
2025-07-04             48      -0.103343           0.009101             0.002338               -0.006763       41.666667            0.489157              0.981925
2025-07-07             48      -0.045050           0.000834            -0.001683               -0.002517       45.833333            0.444107              0.982745
2025-07-08             48      -0.080981          -0.001809             0.000337                0.002146       45.833333            0.363126              0.980967
2025-07-09             48       0.042119           0.004690            -0.001353               -0.006044       50.000000            0.405244              0.985568
2025-07-10             48       0.156752           0.003069            -0.002951               -0.006020       54.166667            0.561997              0.988592
2025-07-11             48       0.282682           0.008051            -0.002678               -0.010729       58.333333            0.844679              0.996551
2025-07-14             48       0.084021           0.002350            -0.001035               -0.003385       45.833333            0.928700              0.998893
2025-07-15             48      -0.024642          -0.002450             0.000321                0.002771       50.000000            0.904058              0.996446
2025-07-16             48       0.076096           0.004705             0.000690               -0.004016       50.000000            0.980154              1.001134
2025-07-18             49       0.054796           0.007913            -0.002810               -0.010723       46.938776            1.034950              1.009056
2025-07-21             49      -0.196735          -0.006651            -0.002817                0.003835       42.857143            0.838216              1.002345
2025-07-22             49      -0.106122          -0.011237            -0.003804                0.007434       42.857143            0.732093              0.991081
2025-07-23             49      -0.063469          -0.001931             0.003639                0.005570       46.938776            0.668624              0.989168
2025-07-24             49      -0.181633          -0.004997            -0.008886               -0.003890       42.857143            0.486991              0.984225
2025-07-25             49      -0.230204          -0.004677            -0.015002               -0.010325       42.857143            0.256787              0.979622
2025-07-28             49      -0.168878          -0.005859            -0.006664               -0.000805       46.938776            0.087910              0.973883
2025-07-29             49       0.135714           0.001051             0.005538                0.004487       59.183673            0.223624              0.974907
2025-07-30             49       0.325204           0.010325             0.001862               -0.008462       63.265306            0.548828              0.984972
2025-07-31             49       0.021735          -0.001082            -0.001173               -0.000090       51.020408            0.570563              0.983906
2025-08-01             49       0.053469           0.002927            -0.008676               -0.011603       59.183673            0.624032              0.986786
2025-08-04             49      -0.060306           0.002228             0.006554                0.004326       42.857143            0.563726              0.988984
2025-08-05             49      -0.198469          -0.004684            -0.002895                0.001789       34.693878            0.365257              0.984351
2025-08-06             49      -0.261327          -0.009561            -0.008357                0.001204       38.775510            0.103930              0.974940
2025-08-07             49       0.112755           0.001683             0.005392                0.003709       51.020408            0.216685              0.976581
2025-08-08             49       0.080204          -0.000341            -0.008702               -0.008361       63.265306            0.296889              0.976248
2025-08-11             49       0.031020          -0.003904             0.007255                0.011158       46.938776            0.327910              0.972437
2025-08-12             49       0.170204           0.004072             0.001891               -0.002180       51.020408            0.498114              0.976396
2025-08-13             49      -0.155816          -0.004809             0.003788                0.008596       46.938776            0.342297              0.971701
2025-08-14             49       0.000306          -0.001054            -0.001520               -0.000466       59.183673            0.342603              0.970677
2025-08-18             49      -0.068571          -0.007737             0.006513                0.014250       51.020408            0.274032              0.963167
2025-08-19             49       0.065816           0.000064             0.006719                0.006655       51.020408            0.339848              0.963228
2025-08-20             49       0.173878           0.009920             0.005876               -0.004044       55.102041            0.513726              0.972784
2025-08-21             49       0.021020          -0.000511            -0.003073               -0.002562       42.857143            0.534746              0.972287
2025-08-22             49       0.098776           0.000491            -0.006832               -0.007323       63.265306            0.633522              0.972764
2025-08-25             49       0.164388           0.008762             0.008647               -0.000115       55.102041            0.797910              0.981288
2025-08-26             49       0.069286          -0.000474            -0.005892               -0.005418       67.346939            0.867195              0.980823
2025-08-28             49      -0.187449          -0.003235            -0.012552               -0.009317       42.857143            0.679746              0.977650
2025-08-29             49       0.139796           0.004735            -0.002097               -0.006832       51.020408            0.819542              0.982279
2025-09-01             49      -0.159592          -0.004467             0.008747                0.013213       38.775510            0.659950              0.977892
2025-09-02             49       0.012857          -0.001084             0.003887                0.004971       46.938776            0.672808              0.976832
2025-09-03             49      -0.034184          -0.003199             0.004754                0.007953       46.938776            0.638624              0.973707
2025-09-04             49      -0.166020          -0.006773            -0.004983                0.001789       51.020408            0.472603              0.967112
2025-09-05             49       0.000102          -0.004402             0.000601                0.005003       55.102041            0.472705              0.962855
2025-09-08             49      -0.281939          -0.012167            -0.004488                0.007679       46.938776            0.190767              0.951140
2025-09-09             49       0.351531           0.011468             0.013485                0.002018       55.102041            0.542297              0.962047
2025-09-10             49       0.361837           0.012105             0.008553               -0.003552       63.265306            0.904134              0.973693
2025-09-11             49       0.060918          -0.000005            -0.000108               -0.000103       55.102041            0.965052              0.973688
2025-09-12             49       0.173163           0.008945             0.008878               -0.000067       55.102041            1.138216              0.982398
2025-09-15             49      -0.132347          -0.002499            -0.004387               -0.001888       46.938776            1.005869              0.979943
2025-09-16             49      -0.102857          -0.002649             0.006566                0.009216       51.020408            0.903012              0.977347
2025-09-18             49       0.121633           0.005830             0.007669                0.001839       51.020408            1.024644              0.983045
2025-09-19             49      -0.194388          -0.006048            -0.004097                0.001951       42.857143            0.830257              0.977100
2025-09-22             49      -0.126633          -0.004484            -0.006362               -0.001878       51.020408            0.703624              0.972719
2025-09-23             49      -0.343265          -0.009801            -0.008775                0.001027       38.775510            0.360359              0.963185
2025-09-24             49      -0.088673          -0.002100            -0.005497               -0.003397       51.020408            0.271685              0.961162
2025-09-25             49      -0.077755          -0.004256            -0.008822               -0.004566       46.938776            0.193930              0.957071
2025-09-26             49      -0.022755           0.000092            -0.012968               -0.013060       46.938776            0.171175              0.957158
2025-09-29             49      -0.120306          -0.002980            -0.000268                0.002711       46.938776            0.050869              0.954306
2025-09-30             49      -0.217041          -0.003910            -0.004053               -0.000143       42.857143           -0.166172              0.950575
2025-10-01             49       0.135714           0.006118             0.010278                0.004160       55.102041           -0.030458              0.956391
2025-10-03             49      -0.147143          -0.002779            -0.000332                0.002446       46.938776           -0.177601              0.953734
2025-10-06             49      -0.019490           0.003167             0.007564                0.004396       42.857143           -0.197090              0.956755
2025-10-07             49      -0.093571          -0.003542            -0.001098                0.002444       46.938776           -0.290662              0.953366
2025-10-08             49      -0.044694           0.005397             0.000435               -0.004962       42.857143           -0.335356              0.958511
2025-10-09             49      -0.217653          -0.004069             0.005472                0.009542       38.775510           -0.553009              0.954611
2025-10-10             49      -0.013265           0.000399             0.005155                0.004756       51.020408           -0.566274              0.954991
2025-10-13             49       0.048571          -0.001481            -0.001755               -0.000274       63.265306           -0.517703              0.953577
2025-10-14             49       0.131429           0.003792            -0.004991               -0.008784       59.183673           -0.386274              0.957193
2025-10-15             49       0.136837           0.002193             0.008739                0.006545       51.020408           -0.249437              0.959292
2025-10-16             49      -0.008367           0.006020             0.007379                0.001358       42.857143           -0.257805              0.965068
2025-10-17             49       0.001939           0.003348             0.004380                0.001033       46.938776           -0.255866              0.968298
2025-10-20             49       0.253571           0.009063             0.014126                0.005063       51.020408           -0.002295              0.977074
2025-10-21             49      -0.125102          -0.002283            -0.003079               -0.000796       46.938776           -0.127397              0.974844
2025-10-23             49       0.138061           0.007676             0.007163               -0.000513       51.020408            0.010665              0.982326
2025-10-24             49      -0.063571          -0.005100            -0.004196                0.000904       51.020408           -0.052907              0.977317
2025-10-27             49      -0.050612          -0.001669             0.006528                0.008197       46.938776           -0.103519              0.975686
2025-10-28             49      -0.253163          -0.006679            -0.003403                0.003276       42.857143           -0.356682              0.969169
2025-10-29             49       0.058469           0.000673             0.005129                0.004456       59.183673           -0.298213              0.969822
2025-10-30             49      -0.092347          -0.004125            -0.008631               -0.004507       38.775510           -0.390560              0.965822
2025-10-31             49      -0.002245          -0.004459            -0.005385               -0.000927       55.102041           -0.392805              0.961515
2025-11-03             49      -0.042347          -0.004159             0.002259                0.006418       55.102041           -0.435152              0.957517
2025-11-04             49      -0.115612          -0.006007            -0.013187               -0.007180       51.020408           -0.550764              0.951765
2025-11-06             49       0.027755          -0.003042            -0.003241               -0.000199       51.020408           -0.523009              0.948870
2025-11-07             49       0.021122           0.000996             0.006030                0.005034       51.020408           -0.501886              0.949815
2025-11-10             49      -0.254343          -0.014287            -0.009408                0.004879       42.857143           -0.756230              0.936245
2025-11-11             49      -0.041122           0.009792             0.006173               -0.003619       46.938776           -0.797352              0.945412
2025-11-12             49       0.399592           0.013561             0.012751               -0.000810       67.346939           -0.397760              0.958233
2025-11-13             49       0.100816          -0.003544            -0.001920                0.001624       55.102041           -0.296944              0.954837
2025-11-14             49       0.216429           0.003016             0.003408                0.000393       59.183673           -0.080515              0.957716
2025-11-17             49       0.042959           0.000933             0.005471                0.004538       42.857143           -0.037556              0.958610
2025-11-19             49       0.075408           0.012009             0.003238               -0.008771       46.938776            0.037852              0.970122
2025-11-20             49       0.119592          -0.001804             0.005090                0.006894       55.102041            0.157444              0.968372
2025-11-21             49       0.120204           0.006090            -0.003412               -0.009502       51.020408            0.277648              0.974269
2025-11-24             49      -0.210612          -0.006500            -0.007820               -0.001320       46.938776            0.067036              0.967935
2025-11-25             49      -0.063980          -0.004878            -0.003716                0.001162       51.020408            0.003056              0.963214
2025-11-26             49       0.143163           0.002566             0.014010                0.011445       51.020408            0.146219              0.965685
2025-11-27             49       0.006122          -0.000499            -0.000959               -0.000460       51.020408            0.152342              0.965203
2025-11-28             49      -0.250816          -0.003787            -0.004827               -0.001040       38.775510           -0.098474              0.961547
2025-12-01             49       0.255816           0.006619             0.002234               -0.004385       67.346939            0.157342              0.967912
2025-12-02             49      -0.163673          -0.005139            -0.005078                0.000061       46.938776           -0.006332              0.962938
2025-12-03             49       0.065510           0.001423            -0.009019               -0.010442       55.102041            0.059179              0.964308
2025-12-04             49      -0.057041           0.000190             0.001541                0.001351       42.857143            0.002138              0.964492
2025-12-05             49      -0.520510          -0.017572            -0.003838                0.013734       30.612245           -0.518372              0.947544
2025-12-08             49      -0.111224          -0.010544            -0.021886               -0.011342       51.020408           -0.629597              0.937553
2025-12-09             49       0.292857           0.010034             0.001809               -0.008225       59.183673           -0.336740              0.946960
2025-12-10             49       0.076633           0.001287             0.001960                0.000673       51.020408           -0.260107              0.948178
2025-12-11             49       0.373367           0.012701             0.015743                0.003042       63.265306            0.113260              0.960221
2025-12-12             49      -0.009898          -0.002899             0.002864                0.005763       46.938776            0.103362              0.957438
2025-12-15             49       0.229184           0.007265             0.004445               -0.002820       59.183673            0.332546              0.964393
2025-12-16             49       0.051327           0.002983            -0.002562               -0.005545       55.102041            0.383872              0.967270
2025-12-17             49      -0.285816          -0.010476            -0.003501                0.006975       42.857143            0.098056              0.957137
2025-12-18             49      -0.039388          -0.000396            -0.001471               -0.001075       46.938776            0.058668              0.956758
2025-12-22             49       0.039286          -0.008389             0.015359                0.023749       51.020408            0.097954              0.948731
2025-12-23             49       0.171939           0.002330             0.003749                0.001420       63.265306            0.269893              0.950942
2025-12-24             49       0.159286           0.001522             0.002682                0.001160       55.102041            0.429179              0.952389
2025-12-26             49       0.054082          -0.000670            -0.001714               -0.001044       55.102041            0.483260              0.951751
2025-12-29             49      -0.007245          -0.000991            -0.004418               -0.003427       55.102041            0.476015              0.950808
2025-12-30             49      -0.096939          -0.008071            -0.003165                0.004906       46.938776            0.379077              0.943134
2025-12-31             49       0.106531           0.001037             0.006075                0.005038       59.183673            0.485607              0.944111
2026-01-01             49      -0.388980          -0.016530            -0.007515                0.009015       30.612245            0.096628              0.928505
2026-01-02             49      -0.046327          -0.000405             0.007447                0.007852       46.938776            0.050301              0.928129
2026-01-05             49      -0.066939          -0.002420            -0.000926                0.001494       46.938776           -0.016638              0.925883
2026-01-06             49      -0.025204          -0.003017             0.000045                0.003062       55.102041           -0.041842              0.923089
2026-01-07             49       0.082857           0.004853             0.001970               -0.002882       55.102041            0.041015              0.927569
2026-01-08             49       0.127143           0.005234            -0.009292               -0.014525       46.938776            0.168158              0.932424
2026-01-09             49       0.089592          -0.002340            -0.007453               -0.005112       59.183673            0.257750              0.930241
2026-01-12             49      -0.155000          -0.003659             0.004472                0.008131       46.938776            0.102750              0.926838
2026-01-13             49      -0.135612          -0.011605            -0.012233               -0.000628       55.102041           -0.032862              0.916082
2026-01-14             49       0.140714           0.003970             0.003994                0.000025       55.102041            0.107852              0.919718
2026-01-16             49      -0.079490          -0.000839            -0.006831               -0.005993       46.938776            0.028362              0.918947
2026-01-20             48      -0.025185          -0.002788            -0.017434               -0.014646       54.166667            0.003178              0.916385
2026-01-21             48       0.020734           0.002626             0.003113                0.000487       58.333333            0.023912              0.918791
2026-01-22             48       0.219279           0.010519             0.015738                0.005220       58.333333            0.243191              0.928455
2026-01-23             48      -0.078593           0.003680            -0.011489               -0.015169       58.333333            0.164598              0.931871
2026-01-27             48      -0.154255          -0.006419            -0.001525                0.004895       50.000000            0.010342              0.925889
2026-01-28             48       0.029744           0.006807             0.012985                0.006178       58.333333            0.040086              0.932192
2026-01-29             48      -0.184433          -0.010006            -0.001044                0.008962       41.666667           -0.144347              0.922864
2026-01-30             48       0.226769           0.017287             0.001237               -0.016049       54.166667            0.082422              0.938818
2026-02-01             48       0.269323           0.015396            -0.013305               -0.028701       54.166667            0.351745              0.953272
2026-02-02             48       0.068389           0.010762             0.018727                0.007965       45.833333            0.420134              0.963531
2026-02-03             48       0.180525           0.005113             0.026064                0.020951       58.333333            0.600659              0.968457
2026-02-04             48       0.039188           0.012358             0.015601                0.003243       45.833333            0.639847              0.980425
2026-02-05             48       0.063613           0.000879            -0.000523               -0.001402       58.333333            0.703460              0.981287
2026-02-06             48       0.105949           0.011329             0.009846               -0.001483       58.333333            0.809409              0.992404
2026-02-09             48      -0.080981          -0.006326             0.005261                0.011586       45.833333            0.728427              0.986127
2026-02-10             48      -0.197954          -0.007341             0.001435                0.008776       37.500000            0.530474              0.978887
2026-02-11             48       0.074251           0.007324             0.007132               -0.000192       54.166667            0.604725              0.986057
2026-02-12             48      -0.102692          -0.014102            -0.016741               -0.002639       50.000000            0.502033              0.972152
2026-02-13             48       0.159249           0.003025            -0.012909               -0.015935       58.333333            0.661281              0.975093
2026-02-16             48       0.104646           0.003124             0.006648                0.003524       54.166667            0.765927              0.978139
2026-02-17             48       0.055363           0.003525             0.001923               -0.001602       45.833333            0.821290              0.981588
2026-02-18             48      -0.040816          -0.001760            -0.000760                0.001000       54.166667            0.780474              0.979860
2026-02-20             49      -0.127449          -0.009756            -0.012177               -0.002421       46.938776            0.653025              0.970301
2026-02-23             49      -0.055612          -0.002796            -0.001296                0.001500       55.102041            0.597412              0.967588
2026-02-24             49      -0.184388          -0.005828            -0.014415               -0.008586       42.857143            0.413025              0.961948
2026-02-25             49      -0.186837          -0.002969             0.004398                0.007368       46.938776            0.226188              0.959092
2026-02-26             49      -0.094898          -0.002601             0.000418                0.003019       42.857143            0.131290              0.956597
2026-02-27             49       0.072041           0.001590            -0.009531               -0.011122       55.102041            0.203331              0.958119
2026-03-02             49      -0.004490          -0.002839            -0.012765               -0.009925       59.183673            0.198841              0.955398
2026-03-04             49       0.097347           0.001864            -0.015117               -0.016981       51.020408            0.296188              0.957179
2026-03-05             49      -0.035612          -0.004224             0.011278                0.015502       55.102041            0.260576              0.953136
2026-03-06             49      -0.009796          -0.002752            -0.011159               -0.008407       46.938776            0.250780              0.950512
2026-03-09             49       0.222653           0.010794            -0.015974               -0.026769       55.102041            0.473433              0.960772
2026-03-10             49      -0.126735          -0.006885             0.016892                0.023777       38.775510            0.346698              0.954157
2026-03-11             49       0.083265           0.004128            -0.009924               -0.014052       51.020408            0.429963              0.958096
2026-03-12             49       0.058061           0.003713            -0.008184               -0.011897       55.102041            0.488025              0.961653
2026-03-13             49       0.056837           0.005783            -0.017257               -0.023039       55.102041            0.544861              0.967213
2026-03-16             49       0.266122           0.015550             0.015624                0.000074       55.102041            0.810984              0.982254
2026-03-17             49      -0.013673          -0.002303             0.008143                0.010447       51.020408            0.797310              0.979991
2026-03-18             49       0.177857           0.003371             0.009598                0.006228       63.265306            0.975168              0.983294
2026-03-19             49      -0.156735          -0.004442            -0.032429               -0.027987       42.857143            0.818433              0.978927
2026-03-20             49       0.022755           0.005053             0.006091                0.001038       42.857143            0.841188              0.983873
2026-03-23             49       0.155714           0.000927            -0.030956               -0.031884       55.102041            0.996902              0.984786
2026-03-24             49       0.270306           0.014067             0.026853                0.012786       63.265306            1.267208              0.998639
2026-03-25             49       0.008061           0.001612             0.015618                0.014006       46.938776            1.275270              1.000249
2026-03-27             49       0.040408          -0.000330            -0.018240               -0.017911       46.938776            1.315678              0.999919
2026-03-30             49      -0.233469          -0.021025            -0.028587               -0.007562       46.938776            1.082208              0.978896
2026-04-01             49       0.159184          -0.000073             0.014455                0.014528       59.183673            1.241392              0.978824
2026-04-02             49      -0.025460           0.000465            -0.002229               -0.002694       55.102041            1.215932              0.979279
2026-04-06             49       0.030612           0.002708             0.013604                0.010896       55.102041            1.246544              0.981931
2026-04-07             49      -0.101429          -0.001762             0.007591                0.009352       46.938776            1.145116              0.980202
2026-04-08             49      -0.031020          -0.014140             0.020994                0.035134       46.938776            1.114095              0.966342
2026-04-09             49       0.036837           0.006628            -0.000629               -0.007257       55.102041            1.150932              0.972747
2026-04-10             49       0.107347           0.005140             0.005128               -0.000012       59.183673            1.258279              0.977747
2026-04-13             49      -0.142959           0.002567            -0.010428               -0.012995       38.775510            1.115320              0.980257
2026-04-15             49       0.293878           0.013852             0.028572                0.014720       51.020408            1.409198              0.993836
2026-04-16             49      -0.216224          -0.002935            -0.003272               -0.000337       38.775510            1.192973              0.990919
2026-04-17             49      -0.076224          -0.005068            -0.000320                0.004748       51.020408            1.116749              0.985897
2026-04-20             49      -0.114592          -0.004751            -0.005990               -0.001239       51.020408            1.002157              0.981214
2026-04-21             49       0.058061          -0.001659             0.006910                0.008569       55.102041            1.060218              0.979586
2026-04-23             49      -0.228776          -0.013391            -0.017644               -0.004253       42.857143            0.831442              0.966468
2026-04-24             49      -0.247245          -0.018341            -0.021094               -0.002754       42.857143            0.584198              0.948743
2026-04-27             49       0.159796           0.011595             0.015758                0.004163       55.102041            0.743993              0.959744
2026-04-28             49      -0.033265          -0.006049            -0.005429                0.000620       51.020408            0.710728              0.953938
2026-04-29             49      -0.042245           0.001501             0.002007                0.000506       55.102041            0.668483              0.955370
2026-04-30             49       0.121633           0.006148            -0.003836               -0.009985       59.183673            0.790116              0.961244
2026-05-04             49      -0.265918          -0.012745            -0.002184                0.010561       42.857143            0.524198              0.948993
2026-05-05             49       0.120408           0.003757            -0.000535               -0.004292       55.102041            0.644606              0.952559
2026-05-06             49       0.039082           0.001392             0.015070                0.013678       42.857143            0.683687              0.953884
2026-05-07             49      -0.224796          -0.001379             0.002127                0.003505       38.775510            0.458891              0.952569
2026-05-08             49      -0.008878          -0.002953             0.001215                0.004169       51.020408            0.450014              0.949756
2026-05-11             49       0.015408           0.009311            -0.006218               -0.015529       51.020408            0.465422              0.958599
2026-05-12             49      -0.074490          -0.009947            -0.022976               -0.013030       46.938776            0.390932              0.949064
2026-05-13             49      -0.084388          -0.000392            -0.002691               -0.002299       46.938776            0.306544              0.948692
2026-05-14             49      -0.070306          -0.010944             0.002911                0.013854       51.020408            0.236238              0.938310
2026-05-15             49       0.269694           0.011996             0.005129               -0.006866       59.183673            0.505932              0.949566
2026-05-18             49       0.404184           0.009474             0.002542               -0.006932       63.265306            0.910116              0.958562
2026-05-19             49       0.275714           0.007171             0.009541                0.002370       63.265306            1.185830              0.965436
2026-05-20             49      -0.037041          -0.000592             0.003010                0.003603       46.938776            1.148789              0.964864
2026-05-21             49       0.048061           0.004919             0.006047                0.001128       46.938776            1.196851              0.969609
2026-05-22             49       0.089390           0.002075             0.003453                0.001378       46.938776            1.286241              0.971621
2026-05-25             48       0.279744           0.008279             0.017599                0.009320       58.333333            1.565984              0.979666
2026-05-26             48      -0.216457          -0.005345            -0.005778               -0.000432       50.000000            1.349528              0.974429
2026-05-27             48       0.061984           0.006203             0.003918               -0.002284       58.333333            1.411512              0.980473
2026-05-29             48      -0.265632          -0.010348            -0.020987               -0.010639       41.666667            1.145880              0.970328
2026-06-01             48      -0.056665          -0.003281            -0.007011               -0.003730       45.833333            1.089215              0.967144
2026-06-02             48       0.205384           0.018086             0.017857               -0.000229       50.000000            1.294599              0.984636
2026-06-03             48      -0.019757           0.004083            -0.002897               -0.006980       54.166667            1.274842              0.988656
2026-06-04             48      -0.071754          -0.003867            -0.000689                0.003178       45.833333            1.203088              0.984833
2026-06-05             48       0.067846           0.006147             0.000147               -0.006000       41.666667            1.270935              0.990887
2026-06-08             48      -0.124620          -0.005570            -0.020578               -0.015008       50.000000            1.146314              0.985367
2026-06-09             48       0.024914          -0.001860             0.006654                0.008514       58.333333            1.171228              0.983535
2026-06-10             48      -0.292010          -0.013778            -0.014752               -0.000973       37.500000            0.879218              0.969983
2026-06-11             48       0.003582          -0.000739            -0.006352               -0.005613       50.000000            0.882800              0.969266
2026-06-12             48       0.194203           0.008396             0.023209                0.014814       54.166667            1.077003              0.977403
2026-06-15             48       0.238602           0.006736             0.018953                0.012217       54.166667            1.315605              0.983988
2026-06-16             48       0.177703           0.006760             0.005129               -0.001631       54.166667            1.493308              0.990639
2026-06-17             48       0.033109          -0.011172            -0.002179                0.008993       50.000000            1.526417              0.979572
2026-06-18             48      -0.250278          -0.007078            -0.002237                0.004841       50.000000            1.276139              0.972638
2026-06-19             48      -0.315241          -0.017245            -0.013445                0.003800       45.833333            0.960898              0.955865
